volatility_multiplier,policy,fill_rate_mean,fill_rate_ci_low,fill_rate_ci_high,stockout_event_mean,stockout_event_ci_low,stockout_event_ci_high,stockout_volume_mean,stockout_volume_ci_low,stockout_volume_ci_high,holding_cost_mean,holding_cost_ci_low,holding_cost_ci_high,turnover_mean,turnover_ci_low,turnover_ci_high
0.5,static,0.8649947286931443,0.8598373637581213,0.8701520936281674,0.21166666666666673,0.2068680070097496,0.21646532632358384,0.13500527130685563,0.12984790637183258,0.1401626362418787,14154.121500000003,14051.281545331192,14256.961454668814,118.61474617256218,117.45809111560887,119.77140122951549
0.5,tuned,0.927603076467116,0.9260064137510735,0.9291997391831586,0.12333333333333334,0.1192975576482739,0.12736910901839277,0.07239692353288409,0.07080026081684157,0.0739935862489266,22676.974,22499.364716259006,22854.58328374099,79.39394670109334,78.79866124826516,79.98923215392152
1.0,static,0.853304175291336,0.8470804800088821,0.8595278705737898,0.21333333333333332,0.2056175334881156,0.22104913317855104,0.14669582470866396,0.14047212942621015,0.15291951999111777,14055.889000000001,13935.159044158107,14176.618955841896,115.81000583674108,114.59752605882376,117.02248561465841
1.0,tuned,0.9361169478765623,0.933727325964997,0.9385065697881276,0.10833333333333332,0.10163027476637698,0.11503639190028966,0.06388305212343777,0.0614934302118724,0.06627267403500313,23177.756499999996,22951.050660835823,23404.46233916417,77.05692167146366,76.32753210464946,77.78631123827785
1.5,static,0.8461810353284118,0.8407175164344004,0.8516445542224232,0.21333333333333332,0.20552707553470065,0.221139591131966,0.15381896467158823,0.14835544577757678,0.15928248356559968,14068.414249999998,13861.333081755834,14275.495418244162,112.91650525428743,111.19451450825801,114.63849600031685
1.5,tuned,0.9414011098659534,0.9385087585533304,0.9442934611785764,0.09958333333333333,0.0925256978016382,0.10664096886502845,0.058598890134046545,0.05570653882142351,0.06149124144666958,23682.40125,23452.56775005493,23912.23474994507,74.58789244132889,73.77588010081705,75.39990478184073
